# SCOWL/ESDB 2020.12.07 American size 60
# Generated from english-words and american-words levels 10,20,35,40,50,55,60.
60	agrarianism
50	agrarians
10	agree
35	agreeable
60	agreeableness
35	agreeably
10	agreed
10	agreeing
10	agreement
20	agreements
10	agrees
50	agribusiness
50	agribusinesses
20	agricultural
50	agriculturalist
50	agriculturalists
60	agriculturally
35	agriculture
60	agriculturist
60	agriculturists
60	agronomic
50	agronomist
50	agronomists
50	agronomy
35	aground
50	ague
35	ah
40	aha
55	ahchoo
10	ahead
50	ahem
35	ahoy
10	aid
35	aide
20	aided
35	aides
20	aiding
20	aids
60	aigrette
60	aigrettes
35	ail
35	ailed
50	aileron
50	ailerons
35	ailing
35	ailment
35	ailments
35	ails
10	aim
10	aimed
10	aiming
35	aimless
35	aimlessly
50	aimlessness
10	aims
10	air
55	airbag
55	airbags
55	airbase
55	airbases
55	airbed
55	airbeds
35	airborne
50	airbrush
50	airbrushed
50	airbrushes
50	airbrushing
60	airbus
60	airbuses
20	aircraft
55	aircraftman
55	aircraftmen
55	aircrew
55	aircrews
55	airdrome
55	airdromes
50	airdrop
50	airdropped
50	airdropping
50	airdrops
35	aired
40	airfare
40	airfares
35	airfield
35	airfields
55	airflow
50	airfoil
50	airfoils
60	airfreight
55	airguns
50	airhead
50	airheads
35	airier
35	airiest
40	airily
50	airiness
35	airing
40	airings
40	airless
60	airlessness
55	airletters
50	airlift
50	airlifted
50	airlifting
50	airlifts
35	airline
35	airliner
35	airliners
35	airlines
55	airlock
55	airlocks
35	airmail
35	airmailed
35	airmailing
35	airmails
50	airman
50	airmen
35	airplane
35	airplanes
55	airplay
20	airport
35	airports
35	airs
50	airship
50	airships
55	airshow
55	airshows
50	airsick
50	airsickness
40	airspace
55	airspeed
55	airstrike
55	airstrikes
35	airstrip
35	airstrips
35	airtight
55	airtime
40	airwaves
50	airway
50	airways
55	airwoman
55	airwomen
55	airworthiness
50	airworthy
35	airy
35	aisle
35	aisles
55	aitch
55	aitches
35	ajar
50	akimbo
20	akin
50	alabaster
60	alack
50	alacrity
10	alarm
20	alarmed
20	alarming
35	alarmingly
35	alarmist
35	alarmists
